Fault ID,Fault Type,"Fault Location (Latitude, Longitude)",Voltage (V),Current (A),Power Load (MW),Temperature (°C),Wind Speed (km/h),Weather Condition,Maintenance Status,Component Health,Duration of Fault (hrs),Down time (hrs)
F204,Transformer Failure,"(34.3258, -118.8275)",2227.3631199307006,231.0577639180286,47.48043035074593,21.093062957744202,17.76077265793962,Thunderstorm,Pending,Faulty,2.7378056609340584,5.501682208718265
F062,Line Breakage,"(34.8578, -118.2559)",2034.7688245823322,225.14519986437878,49.02442104632421,32.59688946544172,23.633876997836534,Rainy,Pending,Faulty,5.0776287776926505,6.471080696957982
F235,Overheating,"(34.3066, -118.3768)",2049.9653336238666,212.97143923181983,47.844731916627005,34.67001268456325,27.323048076704566,Rainy,Pending,Overheated,3.0592535017568543,3.7412789750779987
F158,Transformer Failure,"(34.6742, -118.1915)",2159.1658285688304,233.8131487651756,48.318408067547466,26.481237355340888,18.56468109122628,Thunderstorm,Pending,Overheated,4.848230347185861,2.4083156436903375
F070,Overheating,"(34.3972, -118.8477)",2345.631821274692,255.99275541195135,51.356854532867054,25.2094409443778,13.449030432362218,Rainy,Scheduled,Normal,5.933297018849689,3.105844719344854
F026,Line Breakage,"(34.9919, -118.4969)",1815.9563347897454,229.09528464395038,46.29120521660395,27.235757001387633,19.300601431055224,Thunderstorm,Scheduled,Overheated,5.384451560334254,4.918816888101055
F252,Overheating,"(34.879, -118.3116)",1849.775757269262,244.66076457521373,51.84691566424797,32.92423350554986,16.420205855296118,Rainy,Scheduled,Normal,3.4186066694203308,2.0565525508058853
F358,Line Breakage,"(34.3709, -118.4099)",2228.649933852574,235.94395665760877,43.65858952100858,27.149559529394672,21.132472521155684,Snowy,Scheduled,Normal,3.069219742389648,4.949402711174311
F434,Line Breakage,"(34.7483, -118.4757)",1942.3053057060506,228.8598132995366,53.790321958510454,33.10913396609843,22.294800746726136,Windstorm,Scheduled,Faulty,3.31655765980001,6.107954557944446
F020,Overheating,"(34.1926, -118.2735)",2133.055334242151,201.01350486865405,51.95373750327949,21.061357758958096,20.033836763559588,Snowy,Completed,Overheated,3.7988599209739973,3.0118507593875368
F390,Overheating,"(34.0532, -118.4305)",2061.0608456130253,216.81557166624862,48.950474543140004,25.351986701726226,25.804536660483258,Clear,Completed,Normal,3.3633425977369713,4.50613877841396
F049,Overheating,"(34.3732, -118.1586)",2068.0928153939367,227.6691897790202,41.214530758592005,28.755306385969302,14.605178877101777,Windstorm,Scheduled,Overheated,3.1607198570223636,4.421883539032587
F151,Overheating,"(34.0171, -118.7656)",2289.8766714073404,225.37294931907266,47.80516205637558,32.18991900402154,9.784892062312307,Snowy,Scheduled,Normal,2.8582430876101927,2.5957549954394583
F050,Overheating,"(34.766, -118.5866)",2044.6647948322532,246.98547048127068,55.00663510707392,35.96550028291857,23.51586663539939,Rainy,Scheduled,Faulty,1.9438166063658584,-2.0920743156470865
F295,Overheating,"(34.8059, -118.9099)",1913.5550670726495,218.86504404483955,50.70752072165036,37.61096501604517,16.08180883301949,Windstorm,Pending,Overheated,3.607133646974622,5.78266413135394
F263,Line Breakage,"(34.5993, -118.2142)",1883.4200303517084,193.33969974485422,51.230801206588296,39.10803127467196,32.11327174466397,Clear,Scheduled,Overheated,6.304729090136279,6.9432755613289565
F301,Overheating,"(34.2709, -118.483)",1914.210303859249,241.3872097742901,47.46673688662151,25.74066026621812,14.430746960640024,Rainy,Scheduled,Faulty,3.049808486755639,4.801974666339539
F224,Line Breakage,"(34.9347, -118.2467)",2131.7550368332722,239.74116337375526,55.92763989346174,31.811158120337915,12.338461887249787,Snowy,Scheduled,Faulty,4.631242988090063,6.025651022950075
F399,Overheating,"(34.6144, -118.1786)",1855.3909765449318,219.72093882107387,51.91562220388369,32.815753526002354,20.874985567925005,Thunderstorm,Scheduled,Faulty,4.13905096647312,1.9400087041094074
F416,Transformer Failure,"(34.0966, -118.1855)",1879.6642174764693,161.23666338199243,45.08561380262756,35.23126424207635,16.12174906751371,Thunderstorm,Completed,Faulty,5.214363928839055,4.446949106724799
F098,Transformer Failure,"(34.1806, -118.5465)",2002.6364944117402,214.77234632431646,53.814082045357026,26.18683328358908,17.50763930056639,Clear,Scheduled,Normal,4.401842330032176,4.511385253827406
F037,Transformer Failure,"(34.6843, -118.9941)",2240.991837513583,202.55835482026876,51.62854804550414,27.969243500778617,11.09951290959017,Rainy,Scheduled,Overheated,5.3400586984272,6.629514202138223
F073,Line Breakage,"(34.8511, -118.4263)",1942.281181767218,251.86838477990653,49.54782437903484,30.7159949652175,24.35719336536535,Snowy,Scheduled,Faulty,2.467340241020853,4.641553703795417
F157,Line Breakage,"(34.2067, -118.3596)",2028.5290548956584,213.84408319505044,48.26055245992545,31.91359161116983,26.09322044813497,Snowy,Completed,Faulty,4.773315399202087,2.543833601845427
F183,Line Breakage,"(34.6144, -118.1786)",1798.0937897677677,204.61254197863033,43.82937730709458,25.07529282497919,13.162535742704492,Rainy,Pending,Normal,3.1988416472198726,5.269771087973425
F474,Line Breakage,"(34.2547, -118.4496)",1927.1524341799986,156.43048035876308,51.08412846765237,35.530635566076214,11.991257522868906,Windstorm,Pending,Normal,5.336701236974713,2.782520001503096
F127,Transformer Failure,"(34.5205, -118.2339)",1933.3585502575713,183.40518014822612,49.52170811828353,32.29308774712893,20.388014335772958,Windstorm,Scheduled,Overheated,5.6930480828723775,4.740793411538527
F401,Transformer Failure,"(34.0062, -118.9341)",1848.9131958415921,210.74517187812197,49.796734061151206,33.384045621021606,20.648219411421813,Rainy,Pending,Faulty,2.216003950606143,2.762951555763637
F301,Overheating,"(34.8077, -118.8941)",1840.7986407482538,191.12411055095143,47.78996276631159,25.02209332834025,18.01367202539494,Rainy,Pending,Normal,3.2559560779245094,3.267733486564267
F445,Line Breakage,"(34.1949, -118.16)",2142.2114190811317,240.62305209630605,52.211779874806574,38.313565931787316,21.99381087383791,Windstorm,Pending,Overheated,5.054466229304418,4.263719938291044
F324,Transformer Failure,"(34.8345, -118.0662)",1978.8178033565991,194.47459060944487,48.69464320183275,35.63600984931615,27.52222686982835,Clear,Pending,Normal,2.477284839458606,6.773169549081555
F503,Overheating,"(34.9449, -118.9839)",2170.196971111455,231.36351037482922,47.38754575628566,24.00150567926238,9.027462685883268,Snowy,Completed,Faulty,5.930274322969979,3.083992912491447
F041,Overheating,"(34.4977, -118.0222)",1998.5348911088827,229.9244228656935,44.723320253017704,35.36472540992939,8.547742841418263,Windstorm,Completed,Overheated,3.602819941424734,4.145477908980961
F076,Line Breakage,"(34.4363, -118.5547)",2173.133655586482,217.76604962686153,49.15051348233888,29.810220928549857,21.67969836552346,Rainy,Completed,Faulty,2.2955556027024135,1.6885484474618884
F008,Line Breakage,"(34.5428, -118.6789)",1842.9974491267294,207.16305527007424,51.33503108439713,26.290490016362156,30.825923265429395,Clear,Scheduled,Faulty,5.891801837087889,4.398138967419293
F446,Transformer Failure,"(34.4873, -118.3342)",2005.733349885245,256.2963470595679,50.13113904343362,22.453242717774096,23.002485721073718,Thunderstorm,Completed,Normal,3.2130085631335317,4.1356750751992255
F370,Transformer Failure,"(34.5757, -118.1853)",1989.7935221727116,244.49506910133582,52.999713517117414,22.349939988602223,13.808996967685982,Rainy,Completed,Normal,3.7731832677277928,1.8827295006729572
F149,Line Breakage,"(34.3792, -118.1659)",2017.1908571748377,237.8730844537676,47.385797088215675,33.875134698072095,19.84938730213552,Rainy,Scheduled,Overheated,5.010802419267556,2.458996423634172
F292,Overheating,"(34.7701, -118.8258)",1776.509277996664,216.22457725478392,49.81398730241816,36.435451030793786,25.309328943909712,Snowy,Pending,Overheated,1.5866531557983725,3.6647103739710998
F131,Overheating,"(34.9356, -118.5707)",2340.4787132431406,239.30931419471563,49.58579898129405,28.53053739585383,21.490125278834274,Rainy,Pending,Normal,5.079346625537854,2.5265802774064463
F464,Line Breakage,"(34.5945, -118.4268)",2027.3424750608735,204.32958767379617,48.87056252644612,26.482330026246895,29.751114706527844,Snowy,Scheduled,Normal,2.8301565723040563,5.954404161285014
F481,Transformer Failure,"(34.7913, -118.7238)",2077.785310053081,214.6135287922823,45.23107706547178,33.61043216826458,20.720496142512655,Thunderstorm,Scheduled,Normal,2.943799563258567,5.616473825429735
F282,Transformer Failure,"(34.9655, -118.2184)",2121.6641889873044,206.4283243845019,41.14829790328543,31.911578105414396,22.198212636091615,Rainy,Completed,Overheated,3.5310977181162726,2.4309352299642004
F230,Overheating,"(34.2067, -118.3596)",2339.221962107518,206.34554898136022,44.47898341574463,44.23926983623109,12.157060547859182,Rainy,Scheduled,Overheated,3.7905431382532586,3.9145444746374007
F360,Line Breakage,"(34.1408, -118.4657)",1970.8350809516755,266.617608066425,46.44870554789463,28.610402011194356,24.628678870090337,Clear,Completed,Normal,4.892085092043595,3.363734725362148
F029,Line Breakage,"(34.4989, -118.2757)",1760.9565033381446,231.30999183288094,50.11663543247608,24.144713302040145,10.452443577037013,Clear,Completed,Faulty,3.50483989099874,3.475386312689241
F359,Line Breakage,"(34.5219, -118.2626)",2011.425451356536,191.4133477339728,53.98462717775338,27.884081167181034,20.35664256972335,Thunderstorm,Scheduled,Normal,4.472626238400478,4.433111430399636
F041,Transformer Failure,"(34.3438, -118.6602)",2153.1743874625126,209.09017989390026,53.270284877116055,28.220722967617455,12.358846191577229,Clear,Completed,Faulty,2.4071082558826795,4.956896720786762
F179,Overheating,"(34.4039, -118.4749)",1798.0398747241015,223.97234622509666,46.681550923258904,32.443245210813934,17.549767412818014,Clear,Pending,Normal,3.802140000827433,2.839584197767101
F291,Transformer Failure,"(34.4771, -118.066)",2065.218283986365,194.91387088965152,51.82505053727404,26.839472851964167,25.652291276455717,Thunderstorm,Completed,Normal,1.8038598841832334,5.732370247068637
F142,Overheating,"(34.1279, -118.8442)",2116.609891517505,191.88849760947824,44.29335501060924,35.56315792501507,21.086453806795465,Thunderstorm,Completed,Faulty,3.6322783984976112,4.749342213592786
F356,Line Breakage,"(34.9991, -118.1181)",1882.7887673882606,210.84367096929918,49.25591538212175,34.16532673550094,25.90308923299433,Clear,Completed,Faulty,3.3402302727929345,5.793044994332782
F367,Line Breakage,"(34.8447, -118.1434)",1844.818186349878,226.95861744862623,46.06784591029745,27.841067239992473,27.46819769795977,Windstorm,Scheduled,Normal,4.826705713301517,1.600073827819409
F323,Overheating,"(34.8755, -118.6654)",2068.629261193357,266.0298103799805,54.78470314831954,17.518740948295672,19.463159242315072,Thunderstorm,Pending,Faulty,6.436052426357101,4.545162534946405
F322,Line Breakage,"(34.8345, -118.0662)",1800.3817780295983,229.8260688304851,48.507676992671776,29.616084570301183,25.12856931014484,Thunderstorm,Scheduled,Overheated,3.4432685605917497,5.439737989485527
F171,Line Breakage,"(34.7651, -118.7112)",1922.274790084665,221.30448871200167,51.99403427448345,34.515806752484906,22.000353014661105,Snowy,Scheduled,Overheated,4.930838040454442,4.557145813216187
F062,Overheating,"(34.3129, -118.5028)",2169.0298698368215,196.5210025168722,52.48787233481571,32.39437720570274,25.42522471763034,Clear,Scheduled,Normal,2.6700030886561232,5.427900001479864
F136,Line Breakage,"(34.05, -118.24)",2132.2799011239554,201.9473602691623,49.24024182712114,36.64674412826617,25.814065406638015,Windstorm,Pending,Normal,5.617826879818663,3.2361710652461406
F203,Line Breakage,"(34.1408, -118.4657)",2069.2266314190897,224.22925231865727,52.17494290480267,26.224103526554124,20.031901924973504,Thunderstorm,Completed,Overheated,3.174641427450285,3.3703259770263525
F307,Transformer Failure,"(34.8068, -118.0946)",1872.5865924172183,187.84515762012808,48.31073151884444,30.349240728603917,3.4347457468843636,Windstorm,Pending,Faulty,5.1073391919744635,5.445722462516194
F412,Line Breakage,"(34.2067, -118.3596)",2061.575929540086,223.74873788469677,46.96252445339964,29.767969247615458,23.57197513587556,Rainy,Completed,Overheated,4.005529393823281,5.924870263823621
F037,Transformer Failure,"(34.9655, -118.2184)",2226.034366967271,214.59131789906965,50.897751543371434,29.32646569864502,11.437255771311738,Thunderstorm,Completed,Overheated,3.0531991892732204,4.486001593551588
F367,Overheating,"(34.5618, -118.1913)",2100.2362972377714,216.20102853603353,49.961218369493324,35.240459396265884,27.609635452042788,Thunderstorm,Completed,Normal,2.778281344854798,0.26064611802513094
F237,Overheating,"(34.1849, -118.9937)",2046.3446021944135,203.1311119754314,48.39010331201209,25.937000244816097,26.30596264374818,Snowy,Completed,Normal,2.2829333536562815,5.51210640866099
F055,Line Breakage,"(34.9593, -118.9408)",1919.6337731893743,200.49748063114907,48.7428916108852,24.317554412279787,23.766370796431392,Windstorm,Completed,Normal,4.3968384483910325,5.174845143426839
F080,Transformer Failure,"(34.5156, -118.1802)",1830.257531889661,237.08210567626014,53.4034843876747,28.178845623869588,18.362645249927507,Clear,Completed,Overheated,3.6712852885020517,4.405280814543962
F135,Overheating,"(34.2795, -118.1374)",2296.2599791474313,203.67699270095198,53.11948746548334,26.028687868780445,22.13801292887501,Thunderstorm,Scheduled,Faulty,3.955153738732023,2.0847753921784804
F189,Line Breakage,"(34.9346, -118.9658)",2202.9441188965156,254.128700489937,51.06198312815216,28.546979828972496,10.483621033697244,Rainy,Scheduled,Faulty,4.8206224393155175,5.73589228046743
F504,Line Breakage,"(34.1383, -118.0488)",2163.266555360408,162.02151929298185,47.491141789590515,35.2602782601669,20.15670353430634,Thunderstorm,Pending,Normal,4.442995217588033,3.014678130658611
F319,Overheating,"(34.9376, -118.8818)",2174.1989558151868,229.75976526897438,50.44739021828816,27.64798772814969,24.94715365753642,Clear,Pending,Normal,4.97641927193307,0.31256045420363465
F073,Line Breakage,"(34.6593, -118.3811)",2019.866438106873,244.09036615681907,52.74707979891307,28.80011136023047,14.657602539986192,Snowy,Completed,Faulty,2.818127890955948,5.060943482356496
F191,Line Breakage,"(34.0062, -118.9341)",2192.4656390491987,228.76997963899325,48.720219262197666,21.544608210520217,15.874348156254689,Windstorm,Completed,Normal,3.731228663483925,5.025756652360179
F067,Line Breakage,"(34.3321, -118.8638)",2014.297676305899,195.79507396737324,50.129706067112494,33.86961714468853,27.48381643336944,Snowy,Pending,Faulty,4.863657319267769,4.868987858227384
F496,Line Breakage,"(34.6259, -118.4447)",1860.984986384208,238.89062440916578,47.433719519024905,32.57093133359191,29.593141263474855,Snowy,Scheduled,Normal,4.333602195627643,6.404090759775045
F083,Overheating,"(34.0833, -118.5501)",1950.9573147513613,220.84211198456688,54.31792702783931,24.832518173409746,21.855726897195613,Rainy,Completed,Normal,3.7608924680578406,3.7786652949373476
F222,Line Breakage,"(34.9293, -118.605)",1815.7017403637715,234.2877699362138,47.14517233675342,34.45829419967622,6.973448186237883,Thunderstorm,Completed,Overheated,5.040852567113398,6.496814078327201
F009,Overheating,"(34.6455, -118.5492)",2100.0650422854237,172.57166472971312,44.95930031079073,27.963892623333532,26.474393110383865,Thunderstorm,Pending,Overheated,3.711231244624675,2.387590896756683
F370,Transformer Failure,"(34.3399, -118.3168)",1980.9288127981815,208.7954988986651,52.47316535347522,21.620942230637436,15.376163512826555,Clear,Completed,Overheated,3.935132750313545,6.938202872029256
F023,Line Breakage,"(34.2509, -118.6552)",2187.9627719927807,256.27533497092,51.074903599961054,40.63663266462072,16.547008982211942,Clear,Pending,Faulty,3.9033271155604257,3.721717457882354
F323,Overheating,"(34.3336, -118.764)",2209.4275101351427,199.2255702506702,45.05977621570354,25.942359173787445,24.252760043431785,Thunderstorm,Scheduled,Faulty,4.871619696674396,5.3981684334499755
F207,Overheating,"(34.3709, -118.4099)",1953.851662018003,236.07442963447534,50.66988378581564,31.266156889163405,14.827715740575965,Windstorm,Pending,Normal,2.973637623148896,2.1369624202706587
F262,Overheating,"(34.5953, -118.5236)",2185.653796108074,190.4001119959894,47.5033373015687,25.137583088742865,24.145173366822213,Clear,Completed,Normal,4.053963436394586,3.519295071874615
F225,Line Breakage,"(34.2934, -118.8373)",2191.585283058754,210.83825774926683,51.45529603392972,31.902576009339263,19.71018147664239,Snowy,Completed,Normal,6.103656815282241,8.46156363790643
